year,month,day,weekday,ws_1,prcp_1,snwd_1,average,temp
2012,6,22,Fri,4.7,0,0,71,57
2012,6,23,Sat,4.25,0.62,0,71.3,60
2012,6,24,Sun,5.59,0.34,0,71.5,67
2012,6,25,Mon,4.47,0,0,71.7,67
2012,6,26,Tues,6.93,0.02,0,71.9,65
2012,6,27,Wed,7.61,0,0,72.2,73
2012,6,28,Thurs,4.03,0,0,72.4,72
2012,6,29,Fri,5.59,0,0,72.6,71
2012,6,30,Sat,4.25,0.01,0,72.8,68
2012,7,1,Sun,5.37,0.12,0,73.1,68
2012,7,2,Mon,5.14,0,0,73.3,66
2012,7,3,Tues,4.7,0.08,0,73.5,65
2012,7,4,Wed,13.42,0.23,0,73.8,69
2012,7,5,Thurs,8.5,0,0,74,76
2012,7,6,Fri,6.93,0,0,74.2,77
2012,7,7,Sat,4.7,0,0,74.4,80
2012,7,8,Sun,8.5,0,0,74.6,83
2012,7,9,Mon,6.26,0,0,74.9,77
2012,7,10,Tues,4.47,0.06,0,75.1,75
2012,7,11,Wed,5.14,0,0,75.3,82
2012,7,12,Thurs,6.49,0,0,75.4,78
2012,7,13,Fri,6.04,0,0,75.6,74
2012,7,14,Sat,4.92,0.02,0,75.8,77
2012,7,15,Sun,4.92,0,0,76,66
2012,7,16,Mon,8.5,0,0,76.1,79
2012,7,17,Tues,5.59,0.01,0,76.3,71
2012,7,18,Wed,5.82,0,0,76.4,70
2012,7,19,Thurs,6.49,0,0,76.6,77
2012,7,20,Fri,4.92,0,0,76.7,67
2012,7,21,Sat,8.95,0.6,0,76.8,75
2012,7,22,Sun,5.14,0,0,76.9,69
2012,7,23,Mon,8.72,0.04,0,77,66
2012,7,24,Tues,7.38,0,0,77.1,74
2012,7,25,Wed,9.62,0,0,77.1,80
2012,7,26,Thurs,5.82,0,0,77.2,78
2012,7,27,Fri,4.92,0,0,77.3,66
2012,7,28,Sat,6.26,0,0,77.3,72
2012,7,29,Sun,3.8,0,0,77.3,73
2012,7,30,Mon,4.47,0,0,77.3,67
2012,7,31,Tues,6.71,0,0,77.4,73
2012,8,1,Wed,6.26,0,0,77.4,75
2012,8,2,Thurs,4.92,0,0,77.4,74
2012,8,3,Fri,5.59,0,0,77.3,81
2012,8,4,Sat,8.72,0,0,77.3,93
2012,8,5,Sun,8.28,0,0,77.3,93
2012,8,6,Mon,4.25,0,0,77.2,83
2012,8,7,Tues,5.59,0,0,77.2,70
2012,8,8,Wed,5.82,0,0,77.1,72
2012,8,9,Thurs,6.93,0,0,77.1,76
2012,8,10,Fri,8.5,0,0,77,78
2012,8,11,Sat,5.14,0,0,76.9,83
2012,8,12,Sun,5.59,0,0,76.9,87
2012,8,13,Mon,6.71,0,0,76.8,87
2012,8,14,Tues,6.26,0,0,76.7,84
2012,8,15,Wed,6.26,0,0,76.6,88
2012,8,16,Thurs,10.51,0,0,76.5,94
2012,8,17,Fri,6.26,0,0,76.4,91
2012,8,18,Sat,4.03,0,0,76.3,71
2012,8,19,Sun,6.71,0,0,76.2,74
2012,8,20,Mon,6.04,0,0,76.1,78
2012,8,21,Tues,4.25,0,0,75.9,74
2012,8,22,Wed,6.71,0,0,75.8,72
2012,8,23,Thurs,5.14,0,0,75.7,70
2012,8,24,Fri,8.5,0,0,75.5,72
2012,8,25,Sat,7.38,0,0,75.4,79
2012,8,26,Sun,7.16,0,0,75.3,70
2012,8,27,Mon,7.61,0,0,75.1,75
2012,8,28,Tues,4.03,0,0,75,73
2012,8,29,Wed,7.16,0,0,74.8,73
2012,8,30,Thurs,5.37,0,0,74.6,73
2012,8,31,Fri,4.25,0,0,74.4,72
2012,9,1,Sat,6.49,0,0,74.3,71
2012,9,2,Sun,4.7,0,0,74.1,70
2012,9,3,Mon,4.47,0,0,73.9,73
2012,9,4,Tues,7.38,0,0,73.7,76
2012,9,5,Wed,6.93,0,0,73.5,79
2012,9,6,Thurs,5.82,0,0,73.3,83
2012,9,7,Fri,9.4,0,0,73,90
2012,9,8,Sat,6.93,0,0,72.8,77
2012,9,9,Sun,6.71,0,0,72.6,66
2012,9,10,Mon,11.18,0.01,0,72.3,68
2012,9,11,Tues,8.72,0.01,0,72.1,68
2012,9,12,Wed,9.4,0,0,71.8,72
2012,9,13,Thurs,12.53,0,0,71.5,82
2012,9,14,Fri,8.05,0,0,71.2,79
2012,9,15,Sat,3.36,0,0,71,72
2012,9,16,Sun,4.25,0,0,70.7,76
2012,9,17,Mon,5.14,0,0,70.3,82
2012,9,18,Tues,4.92,0,0,70,82
2012,9,19,Wed,3.13,0,0,69.7,75
2012,9,20,Thurs,4.25,0,0,69.4,67
2012,9,21,Fri,5.59,0,0,69,61
2012,9,22,Sat,4.7,0,0,68.7,67
2012,9,23,Sun,2.46,0.01,0,68.3,67
2012,9,24,Mon,3.13,0,0,68,70
2012,9,25,Tues,4.03,0,0,67.6,67
2012,9,26,Wed,3.8,0,0,67.2,67
2012,9,27,Thurs,3.8,0,0,66.8,73
2012,9,28,Fri,3.8,0,0,66.5,77
2012,9,29,Sat,2.46,0,0,66.1,69
2012,9,30,Sun,9.62,0,0,65.7,70
2012,10,1,Mon,6.93,0,0,65.3,74
2012,10,2,Tues,6.71,0,0,64.9,64
2012,10,3,Wed,9.17,0,0,64.5,66
2012,10,4,Thurs,16.33,0,0,64.1,66
2012,10,5,Fri,14.54,0,0,63.7,71
2012,10,6,Sat,12.75,0,0,63.3,75
2012,10,7,Sun,11.41,0,0,62.9,75
2012,10,8,Mon,2.91,0,0,62.5,70
2012,10,9,Tues,4.25,0,0,62.1,61
2012,10,10,Wed,3.58,0,0,61.8,54
2012,10,11,Thurs,3.13,0,0,61.4,57
2012,10,12,Fri,2.91,0,0,61,57
2012,10,13,Sat,10.29,0.08,0,60.6,60
2012,10,14,Sun,8.72,0.19,0,60.2,64
2012,10,15,Mon,7.61,0.65,0,59.9,63
2012,10,16,Tues,10.29,0.31,0,59.5,61
2012,10,17,Wed,12.3,0,0,59.1,58
2012,10,18,Thurs,3.58,0,0,58.8,64
2012,10,19,Fri,4.47,0.82,0,58.4,59
2012,10,20,Sat,11.86,0.19,0,58.1,52
2012,10,21,Sun,12.75,0.02,0,57.8,53
2012,10,22,Mon,6.04,0.25,0,57.4,46
2012,10,23,Tues,5.82,0.35,0,57.1,52
2012,10,24,Wed,6.71,0,0,56.8,53
2012,10,25,Thurs,4.7,0.28,0,56.5,53
2012,10,26,Fri,3.36,0,0,56.2,52
2012,10,27,Sat,5.59,0.06,0,55.9,58
2012,10,28,Sun,11.41,0.91,0,55.6,58
2012,10,29,Mon,8.5,0.24,0,55.3,60
2012,10,30,Tues,10.96,0.43,0,55,59
2012,10,31,Wed,6.26,1.36,0,54.8,60
2012,11,1,Thurs,6.04,0.57,0,54.5,59
2012,11,2,Fri,6.71,0.38,0,54.2,59
2012,11,3,Sat,2.24,0.22,0,53.9,60
2012,11,4,Sun,8.05,0.02,0,53.7,64
2012,11,5,Mon,8.5,0.32,0,53.4,59
2012,11,6,Tues,8.95,0.03,0,53.2,55
2012,11,7,Wed,7.83,0.01,0,52.9,54
2012,11,8,Thurs,7.61,0,0,52.7,50
2012,11,9,Fri,7.61,0,0,52.4,48
2012,11,10,Sat,4.47,0,0,52.2,46
2012,11,11,Sun,4.92,0,0,51.9,48
2012,11,12,Mon,6.71,0.6,0,51.7,55
2012,11,13,Tues,6.71,0.14,0,51.4,52
2012,11,14,Wed,5.59,0.21,0,51.2,52
2012,11,15,Thurs,5.82,0.03,0,51,49
2012,11,16,Fri,5.37,0,0,50.7,49
2012,11,17,Sat,3.58,0.22,0,50.5,54
2012,11,18,Sun,11.86,0.24,0,50.3,50
2012,11,19,Mon,10.96,0.31,0,50,56
2012,11,20,Tues,13.42,2.13,0,49.8,52
2012,11,21,Wed,9.4,0.15,0,49.5,47
2012,11,22,Thurs,12.3,0.44,0,49.3,48
2012,11,23,Fri,3.36,0,0,49.1,49
2012,11,24,Sat,5.37,1.26,0,48.9,48
2012,11,25,Sun,2.68,0,0,48.6,47
2012,11,26,Mon,8.05,0,0,48.4,49
2012,11,27,Tues,8.5,0,0,48.2,50
2012,11,28,Wed,3.36,0,0,48,49
2012,11,29,Thurs,6.49,0.11,0,47.8,55
2012,11,30,Fri,9.4,0.06,0,47.6,59
2012,12,1,Sat,10.29,1.4,0,47.4,56
2012,12,2,Sun,12.3,0.16,0,47.2,47
2012,12,3,Mon,13.87,0.77,0,47,49
2012,12,4,Tues,9.84,0.51,0,46.8,53
2012,12,5,Wed,13.87,0.56,0,46.6,48
2012,12,6,Thurs,11.18,0.06,0,46.4,45
2012,12,7,Fri,11.41,0.06,0,46.3,46
2012,12,8,Sat,10.29,0.04,0,46.1,44
2012,12,9,Sun,4.47,0,0,46,44
2012,12,10,Mon,4.7,0.06,0,45.9,45
2012,12,11,Tues,4.03,0.02,0,45.7,46
2012,12,12,Wed,10.07,0.12,0,45.6,44
2012,12,13,Thurs,4.47,0.32,0,45.5,45
2012,12,14,Fri,6.26,0.09,0,45.4,43
2012,12,15,Sat,3.8,0.31,0,45.3,40
2012,12,16,Sun,11.41,0.21,0,45.3,44
2012,12,17,Mon,12.3,0.89,0,45.2,47
2012,12,18,Tues,21.25,0.08,0,45.2,39
2012,12,19,Wed,11.86,0.13,1,45.1,47
2012,12,20,Thurs,12.97,0.54,0,45.1,45
2012,12,21,Fri,8.28,0.52,0,45.1,47
2012,12,22,Sat,3.8,0.07,0,45.1,47
2012,12,23,Sun,7.83,0.13,0,45.1,45
2012,12,24,Mon,5.59,0.26,0,45.1,42
2012,12,25,Tues,6.26,0.01,0,45.1,42
2012,12,26,Wed,9.4,0.53,0,45.2,44
2012,12,27,Thurs,10.96,0.18,0,45.2,46
2012,12,28,Fri,7.16,0.16,0,45.3,47
2012,12,29,Sat,3.8,0,0,45.3,41
2012,12,30,Sun,3.8,0.06,0,45.4,40
2012,12,31,Mon,4.03,0,0,45.5,38
2013,1,1,Tues,4.47,0,0,45.6,41
2013,1,2,Wed,6.04,0,0,45.7,43
2013,1,3,Thurs,7.16,0,0,45.8,44
2013,1,4,Fri,6.71,0.16,0,45.9,50
2013,1,5,Sat,6.26,0.1,0,46,44
2013,1,6,Sun,6.93,0.12,0,46.1,45
2013,1,7,Mon,6.71,0.08,0,46.2,50
2013,1,8,Tues,16.33,0.09,0,46.3,53
2013,1,9,Wed,14.09,0.64,0,46.4,50
2013,1,10,Thurs,11.41,1.51,0,46.5,38
2013,1,11,Fri,4.7,0.01,0,46.7,37
2013,1,12,Sat,4.25,0,0,46.8,37
2013,1,13,Sun,4.47,0,0,46.9,36
2013,1,14,Mon,3.36,0,0,47,38
2013,1,15,Tues,2.91,0,0,47.1,44
2013,1,16,Wed,5.14,0,0,47.3,43
2013,1,17,Thurs,4.03,0,0,47.4,39
2013,1,18,Fri,2.24,0,0,47.5,38
2013,1,19,Sat,2.91,0,0,47.6,34
2013,1,20,Sun,4.25,0,0,47.7,38
2013,1,21,Mon,4.7,0,0,47.8,36
2013,1,22,Tues,2.46,0,0,47.9,38
2013,1,23,Wed,1.34,0,0,48,45
2013,1,24,Thurs,6.93,0.2,0,48.1,45
2013,1,25,Fri,5.82,0.23,0,48.2,51
2013,1,26,Sat,4.7,0.12,0,48.3,47
2013,1,27,Sun,10.07,0.09,0,48.4,42
2013,1,28,Mon,10.07,0.07,0,48.4,43
2013,1,29,Tues,7.16,0.31,0,48.5,47
2013,1,30,Wed,8.72,0.17,0,48.6,48
2013,1,31,Thurs,8.72,0.14,0,48.7,49
2013,2,1,Fri,8.95,0.12,0,48.8,53
2013,2,2,Sat,6.49,0.01,0,48.8,43
2013,2,3,Sun,4.47,0,0,48.9,48
2013,2,4,Mon,6.49,0.09,0,49,51
2013,2,5,Tues,5.82,0,0,49.1,50
2013,2,6,Wed,11.41,0.13,0,49.1,51
2013,2,7,Thurs,10.07,0.04,0,49.2,49
2013,2,8,Fri,9.17,0.05,0,49.3,46
2013,2,9,Sat,2.91,0,0,49.4,47
2013,2,10,Sun,2.91,0.01,0,49.4,48
2013,2,11,Mon,4.47,0,0,49.5,47
2013,2,12,Tues,3.13,0.01,0,49.6,52
2013,2,13,Wed,12.53,0.04,0,49.7,49
2013,2,14,Thurs,9.17,0.09,0,49.8,49
2013,2,15,Fri,4.92,0.04,0,49.9,56
2013,2,16,Sat,5.37,0,0,49.9,52
2013,2,17,Sun,12.53,0,0,50,49
2013,2,18,Mon,7.61,0,0,50.1,46
2013,2,19,Tues,4.25,0,0,50.2,51
2013,2,20,Wed,7.61,0,0,50.4,46
2013,2,21,Thurs,4.7,0.06,0,50.5,44
2013,2,22,Fri,13.87,0.02,0,50.6,46
2013,2,23,Sat,18.12,0.37,0,50.7,50
2013,2,24,Sun,10.29,0.01,0,50.8,48
2013,2,25,Mon,12.3,0,0,50.9,51
2013,2,26,Tues,15.88,0.09,0,51.1,48
2013,2,27,Wed,8.5,0.02,0,51.2,50
2013,2,28,Thurs,4.03,0.18,0,51.3,53
2013,3,1,Fri,8.5,0.32,0,51.5,59
2013,3,2,Sat,12.08,0.16,0,51.6,57
2013,3,3,Sun,10.07,0.03,0,51.8,52
2013,3,4,Mon,6.26,0,0,51.9,56
2013,3,5,Tues,8.72,0,0,52.1,49
2013,3,6,Wed,5.37,0,0,52.2,45
2013,3,7,Thurs,9.17,0.47,0,52.4,54
2013,3,8,Fri,5.59,0.29,0,52.5,53
2013,3,9,Sat,5.82,0,0,52.7,55
2013,3,10,Sun,2.91,0,0,52.8,46
2013,3,11,Mon,3.58,0.03,0,53,51
2013,3,12,Tues,2.46,0.05,0,53.1,55
2013,3,13,Wed,12.75,0.08,0,53.3,53
2013,3,14,Thurs,8.28,0.09,0,53.4,53
2013,3,15,Fri,6.71,0.11,0,53.6,58
2013,3,16,Sat,9.62,0,0,53.7,51
2013,3,17,Sun,14.32,0.17,0,53.9,48
2013,3,18,Mon,13.65,0,0,54,53
2013,3,19,Tues,13.2,0,0,54.2,55
2013,3,20,Wed,7.61,0.46,0,54.3,52
2013,3,21,Thurs,17,0.39,0,54.5,50
2013,3,22,Fri,10.96,0.32,0,54.6,49
2013,3,23,Sat,4.92,0,0,54.7,50
2013,3,24,Sun,5.82,0,0,54.9,54
2013,3,25,Mon,4.7,0,0,55,62
2013,3,26,Tues,6.26,0,0,55.2,62
2013,3,27,Wed,3.8,0,0,55.3,56
2013,3,28,Thurs,3.58,0.01,0,55.5,61
2013,3,29,Fri,2.91,0.08,0,55.6,65
2013,3,30,Sat,5.59,0,0,55.7,68
2013,3,31,Sun,9.84,0,0,55.9,69
2013,4,1,Mon,6.49,0,0,56,63
2013,4,2,Tues,8.05,0,0,56.2,57
2013,4,3,Wed,4.92,0,0,56.3,62
2013,4,4,Thurs,3.58,0,0,56.5,58
2013,4,5,Fri,6.71,0.33,0,56.6,57
2013,4,6,Sat,12.53,0.73,0,56.8,54
2013,4,7,Sun,11.18,0.5,0,56.9,47
2013,4,8,Mon,8.72,1.54,0,57.1,56
2013,4,9,Tues,6.93,0.03,0,57.2,54
2013,4,10,Wed,5.37,0,0,57.4,59
2013,4,11,Thurs,14.32,0.37,0,57.6,54
2013,4,12,Fri,8.5,0.06,0,57.7,46
2013,4,13,Sat,10.29,0.38,0,57.9,51
2013,4,14,Sun,12.75,0.37,0,58.1,55
2013,4,15,Mon,5.14,0.23,0,58.3,57
2013,4,16,Tues,5.37,0,0,58.5,57
2013,4,17,Wed,5.82,0.01,0,58.6,59
2013,4,18,Thurs,7.38,0,0,58.8,53
2013,4,19,Fri,8.95,0.21,0,59,56
2013,4,20,Sat,10.96,0.81,0,59.2,57
2013,4,21,Sun,12.97,0,0,59.4,54
2013,4,22,Mon,9.17,0.13,0,59.7,61
2013,4,23,Tues,9.62,0,0,59.9,64
2013,4,24,Wed,6.26,0,0,60.1,70
2013,4,25,Thurs,6.71,0,0,60.3,71
2013,4,26,Fri,2.46,0,0,60.5,69
2013,4,27,Sat,4.92,0,0,60.7,57
2013,4,28,Sun,13.2,0,0,61,59
2013,4,29,Mon,11.63,0.04,0,61.2,57
2013,4,30,Tues,9.4,0.15,0,61.4,55
2013,5,1,Wed,5.37,0,0,61.6,65
2013,5,2,Thurs,6.93,0,0,61.9,69
2013,5,3,Fri,8.95,0,0,62.1,71
2013,5,4,Sat,10.96,0,0,62.3,77
2013,5,5,Sun,14.54,0,0,62.5,84
2013,5,6,Mon,11.86,0,0,62.8,87
2013,5,7,Tues,4.47,0,0,63,69
2013,5,8,Wed,7.38,0,0,63.2,67
2013,5,9,Thurs,4.25,0,0,63.4,73
2013,5,10,Fri,2.91,0,0,63.6,79
2013,5,11,Sat,2.24,0,0,63.8,81
2013,5,12,Sun,5.82,0,0,64.1,71
2013,5,13,Mon,8.72,0.26,0,64.3,66
2013,5,14,Tues,11.18,0.13,0,64.5,65
2013,5,15,Wed,5.37,0,0,64.7,63
2013,5,16,Thurs,5.14,0.04,0,64.8,71
2013,5,17,Fri,6.04,0,0,65,63
2013,5,18,Sat,8.28,0.02,0,65.2,62
2013,5,19,Sun,6.49,0,0,65.4,65
2013,5,20,Mon,5.14,0,0,65.6,67
2013,5,21,Tues,4.03,0,0,65.7,60
2013,5,22,Wed,10.74,0.54,0,65.9,52
2013,5,23,Thurs,6.71,0.54,0,66.1,54
2013,5,24,Fri,4.25,0.16,0,66.2,62
2013,5,25,Sat,6.04,0.01,0,66.4,64
2013,5,26,Sun,6.04,0,0,66.5,65
2013,5,27,Mon,4.92,0.06,0,66.7,62
2013,5,28,Tues,6.93,0.38,0,66.8,63
2013,5,29,Wed,6.26,0.02,0,67,61
2013,5,30,Thurs,8.95,0.22,0,67.1,62
2013,5,31,Fri,11.86,0,0,67.3,67
2013,6,1,Sat,5.59,0,0,67.4,73
2013,6,2,Sun,5.59,0,0,67.6,69
2013,6,3,Mon,6.93,0.04,0,67.7,72
2013,6,4,Tues,6.49,0,0,67.9,79
2013,6,5,Wed,7.61,0,0,68,80
2013,6,6,Thurs,6.93,0,0,68.2,80
2013,6,7,Fri,5.59,0,0,68.3,71
2013,6,8,Sat,7.16,0,0,68.5,69
2013,6,9,Sun,6.93,0,0,68.6,69
2013,6,10,Mon,8.28,0,0,68.8,71
2013,6,11,Tues,7.16,0,0,69,68
2013,6,12,Wed,12.75,0,0,69.1,69
2013,6,13,Thurs,9.4,0.01,0,69.3,70
2013,6,14,Fri,5.82,0,0,69.5,68
2013,6,15,Sat,8.28,0,0,69.7,78
2013,6,16,Sun,6.49,0,0,69.8,75
2013,6,17,Mon,7.61,0,0,70,78
2013,6,18,Tues,6.71,0,0,70.2,74
2013,6,19,Wed,7.61,0.01,0,70.4,68
2013,6,20,Thurs,8.28,0,0,70.6,63
2013,6,21,Fri,11.18,0.12,0,70.8,69
2013,6,22,Sat,3.36,0.01,0,71,78
2013,6,23,Sun,3.8,0,0,71.3,72
2013,6,24,Mon,4.7,0.31,0,71.5,70
2013,6,25,Tues,8.28,0.19,0,71.7,74
2013,6,26,Wed,6.26,0.39,0,71.9,72
2013,6,27,Thurs,5.14,0.08,0,72.2,70
2013,6,28,Fri,2.91,0.14,0,72.4,87
2013,6,29,Sat,4.92,0,0,72.6,86
2013,6,30,Sun,3.8,0,0,72.8,93
2013,7,1,Mon,5.59,0,0,73.1,89
2013,7,2,Tues,5.14,0,0,73.3,83
2013,7,3,Wed,6.71,0,0,73.5,79
2013,7,4,Thurs,7.16,0,0,73.8,71
2013,7,5,Fri,4.92,0,0,74,74
2013,7,6,Sat,5.82,0,0,74.2,79
2013,7,7,Sun,4.92,0,0,74.4,75
2013,7,8,Mon,6.49,0,0,74.6,80
2013,7,9,Tues,6.26,0,0,74.9,86
2013,7,10,Wed,5.59,0,0,75.1,72
2013,7,11,Thurs,5.82,0,0,75.3,73
2013,7,12,Fri,6.71,0,0,75.4,67
2013,7,13,Sat,4.92,0,0,75.6,79
2013,7,14,Sun,6.93,0,0,75.8,82
2013,7,15,Mon,6.71,0,0,76,82
2013,7,16,Tues,10.29,0,0,76.1,88
2013,7,17,Wed,9.17,0,0,76.3,72
2013,7,18,Thurs,8.28,0,0,76.4,79
2013,7,19,Fri,4.47,0,0,76.6,82
2013,7,20,Sat,4.25,0,0,76.7,77
2013,7,21,Sun,4.47,0,0,76.8,75
2013,7,22,Mon,5.14,0,0,76.9,79
2013,7,23,Tues,5.37,0,0,77,88
2013,7,24,Wed,6.71,0,0,77.1,88
2013,7,25,Thurs,5.59,0,0,77.1,88
2013,7,26,Fri,5.14,0,0,77.2,88
2013,7,27,Sat,6.49,0,0,77.3,78
2013,7,28,Sun,5.82,0,0,77.3,70
2013,7,29,Mon,7.61,0,0,77.3,77
2013,7,30,Tues,3.13,0,0,77.3,77
2013,7,31,Wed,6.26,0,0,77.4,71
2013,8,1,Thurs,4.03,0,0,77.4,69
2013,8,2,Fri,8.72,0,0,77.4,63
2013,8,3,Sat,4.47,0.08,0,77.3,77
2013,8,4,Sun,5.37,0,0,77.3,84
2013,8,5,Mon,7.61,0,0,77.3,86
2013,8,6,Tues,4.7,0,0,77.2,87
2013,8,7,Wed,3.13,0,0,77.2,88
2013,8,8,Thurs,4.25,0,0,77.1,83
2013,8,9,Fri,5.59,0,0,77.1,83
2013,8,10,Sat,4.7,0,0,77,78
2013,8,11,Sun,6.49,0.09,0,76.9,77
2013,8,12,Mon,6.49,0,0,76.9,78
2013,8,13,Tues,4.25,0,0,76.8,82
2013,8,14,Wed,4.03,0,0,76.7,81
2013,8,15,Thurs,4.47,0.03,0,76.6,70
2013,8,16,Fri,2.24,0.07,0,76.5,84
2013,8,17,Sat,4.92,0,0,76.4,78
2013,8,18,Sun,6.71,0,0,76.3,79
2013,8,19,Mon,6.93,0,0,76.2,80
2013,8,20,Tues,6.71,0,0,76.1,78
2013,8,21,Wed,10.29,0,0,75.9,82
2013,8,22,Thurs,9.62,0,0,75.8,84
2013,8,23,Fri,4.25,0,0,75.7,77
2013,8,24,Sat,9.17,0,0,75.5,77
2013,8,25,Sun,6.04,0,0,75.4,72
2013,8,26,Mon,5.82,0.01,0,75.3,76
2013,8,27,Tues,4.25,0.04,0,75.1,80
2013,8,28,Wed,3.13,0.05,0,75,80
2013,8,29,Thurs,2.91,0.22,0,74.8,75
2013,8,30,Fri,6.71,0.76,0,74.6,79
2013,8,31,Sat,6.49,0,0,74.4,82
2013,9,1,Sun,5.82,0,0,74.3,82
2013,9,2,Mon,5.59,0,0,74.1,82
2013,9,3,Tues,4.7,0,0,73.9,77
2013,9,4,Wed,3.8,0.09,0,73.7,73
2013,9,5,Thurs,5.37,0.01,0,73.5,68
2013,9,6,Fri,5.59,1.09,0,73.3,71
2013,9,7,Sat,5.82,0.84,0,73,74
2013,9,8,Sun,4.47,0,0,72.8,80
2013,9,9,Mon,3.36,0,0,72.6,79
2013,9,10,Tues,4.7,0,0,72.3,80
2013,9,11,Wed,8.28,0,0,72.1,93
2013,9,12,Thurs,5.37,0,0,71.8,78
2013,9,13,Fri,3.8,0,0,71.5,66
2013,9,14,Sat,4.47,0,0,71.2,71
2013,9,15,Sun,3.13,0,0,71,66
2013,9,16,Mon,4.92,0.13,0,70.7,71
2013,9,17,Tues,9.62,0.01,0,70.3,64
2013,9,18,Wed,5.14,0,0,70,70
2013,9,19,Thurs,5.59,0,0,69.7,78
2013,9,20,Fri,3.36,0,0,69.4,74
2013,9,21,Sat,6.71,0.14,0,69,70
2013,9,22,Sun,5.59,0,0,68.7,63
2013,9,23,Mon,12.3,0.53,0,68.3,61
2013,9,24,Tues,10.07,0.11,0,68,64
2013,9,25,Wed,5.82,0,0,67.6,61
2013,9,26,Thurs,6.71,0.08,0,67.2,63
2013,9,27,Fri,4.92,0,0,66.8,57
2013,9,28,Sat,9.62,0.04,0,66.5,62
2013,9,29,Sun,13.42,1.71,0,66.1,58
2013,9,30,Mon,15.88,0.66,0,65.7,57
2013,10,1,Tues,14.09,0.73,0,65.3,58
2013,10,2,Wed,10.51,0.31,0,64.9,55
2013,10,3,Thurs,5.37,0.21,0,64.5,58
2013,10,4,Fri,2.01,0.03,0,64.1,64
2013,10,5,Sat,2.46,0,0,63.7,68
2013,10,6,Sun,3.58,0,0,63.3,73
2013,10,7,Mon,5.82,0.16,0,62.9,61
2013,10,8,Tues,14.09,0.02,0,62.5,57
2013,10,9,Wed,6.71,0.27,0,62.1,59
2013,10,10,Thurs,3.58,0,0,61.8,58
2013,10,11,Fri,3.8,0.04,0,61.4,57
2013,10,12,Sat,2.24,0.36,0,61,58
2013,10,13,Sun,4.92,0.04,0,60.6,59
2013,10,14,Mon,4.03,0,0,60.2,60
2013,10,15,Tues,3.58,0,0,59.9,60
2013,10,16,Wed,2.01,0,0,59.5,55
2013,10,17,Thurs,6.04,0,0,59.1,58
2013,10,18,Fri,3.8,0,0,58.8,55
2013,10,19,Sat,2.68,0,0,58.4,51
2013,10,20,Sun,3.13,0,0,58.1,51
2013,10,21,Mon,5.37,0,0,57.8,53
2013,10,22,Tues,5.59,0,0,57.4,58
2013,10,23,Wed,4.25,0,0,57.1,55
2013,10,24,Thurs,0.89,0,0,56.8,50
2013,10,25,Fri,1.34,0,0,56.5,54
2013,10,26,Sat,4.03,0,0,56.2,53
2013,10,27,Sun,6.04,0,0,55.9,57
2013,10,28,Mon,9.84,0.07,0,55.6,58
2013,10,29,Tues,11.41,0,0,55.3,56
2013,10,30,Wed,4.92,0,0,55,59
2013,10,31,Thurs,8.72,0.02,0,54.8,58
2013,11,1,Fri,4.92,0.01,0,54.5,64
2013,11,2,Sat,3.13,0.05,0,54.2,58
2013,11,3,Sun,17.67,0.5,0,53.9,54
2013,11,4,Mon,5.37,0.02,0,53.7,51
2013,11,5,Tues,3.58,0,0,53.4,56
2013,11,6,Wed,6.93,0.1,0,53.2,55
2013,11,7,Thurs,3.8,0.15,0,52.9,52
2013,11,8,Fri,16.11,1.18,0,52.7,56
2013,11,9,Sat,9.17,0,0,52.4,52
2013,11,10,Sun,3.13,0.07,0,52.2,52
2013,11,11,Mon,9.84,0,0,51.9,61
2013,11,12,Tues,5.82,0,0,51.7,60
2013,11,13,Wed,4.92,0.16,0,51.4,57
2013,11,14,Thurs,8.5,0,0,51.2,52
2013,11,15,Fri,2.46,0.05,0,51,51
2013,11,16,Sat,13.42,0.12,0,50.7,50
2013,11,17,Sun,10.29,0,0,50.5,53
2013,11,18,Mon,12.08,0.21,0,50.3,55
2013,11,19,Tues,8.72,1.03,0,50,56
2013,11,20,Wed,11.41,0.04,0,49.8,46
2013,11,21,Thurs,9.62,0,0,49.5,46
2013,11,22,Fri,8.05,0,0,49.3,49
2013,11,23,Sat,10.29,0,0,49.1,52
2013,11,24,Sun,5.82,0,0,48.9,53
2013,11,25,Mon,2.01,0,0,48.6,54
2013,11,26,Tues,1.12,0,0,48.4,54
2013,11,27,Wed,2.24,0,0,48.2,58
2013,11,28,Thurs,2.91,0,0,48,53
2013,11,29,Fri,1.57,0,0,47.8,49
2013,11,30,Sat,4.7,0.02,0,47.6,52
2013,12,1,Sun,8.72,0.09,0,47.4,56
2013,12,2,Mon,19.69,0.12,0,47.2,46
2013,12,3,Tues,7.83,0.18,0,47,41
2013,12,4,Wed,12.53,0,0,46.8,40
2013,12,5,Thurs,3.58,0,0,46.6,34
2013,12,6,Fri,5.82,0,0,46.4,34
2013,12,7,Sat,10.51,0,0,46.3,32
2013,12,8,Sun,6.93,0,0,46.1,36
2013,12,9,Mon,4.92,0,0,46,34
2013,12,10,Tues,2.91,0,0,45.9,42
2013,12,11,Wed,3.36,0,0,45.7,41
2013,12,12,Thurs,1.79,0,0,45.6,42
2013,12,13,Fri,5.14,0.27,0,45.5,49
2013,12,14,Sat,6.49,0.02,0,45.4,49
2013,12,15,Sun,8.28,0,0,45.3,53
